FID,MUN_NM_MUN,MUN_CD_MUN,MUN_UF,MUN_POPU_2,MUN_NM_PRE,MUN_SIGLA_,MUN_ISCST,MUN_IFSUTI,MUN_ICS,MUN_ICT_FI,MUN_C_GERA,MUN_EFIC_1,MUN_C_REMA
22,São Miguel do Guaporé,1100320,RO,9184,Prefeitura Municipal de São Miguel do Guaporé,PM,95.785123967,2.86894923259,1.34592680047,0,495,1.72136954,487
23,Nova Mamoré,1100338,RO,15200,Prefeitura Municipal de Nova Mamoré,PM,90.280860182,9.16813346598,0.55100635188,0,820,5.50088008,775
24,Alvorada D Oeste,1100346,RO,9110,Serviço Autônomo de Água e Esgoto de Alvorada D'Oeste,SAAE,6.702175884,3.29782411605,0.108,89.892,491,69.39769447,150
25,Alto Alegre dos Parecis,1100379,RO,3945,Prefeitura Municipal de Alto Alegre dos Parecis,PM,98.22258682,0.3828274542,1.394585726,0,213,0.229696473,212
26,Alto Paraíso,1100403,RO,9314,Prefeitura Municipal de Alto Paraíso,PM,86.625213363,12.8627164106,0.51207022677,0,502,7.717629846,464
27,Buritis,1100452,RO,20457,Prefeitura Municipal de Buritis,PM,96.937424125,2.53283302064,0.52974285399,0,1104,1.519699812,1087
28,Novo Horizonte do Oeste,1100502,RO,1780,Prefeitura Municipal de Novo Horizonte do Oeste,PM,98.21119446,1.26947489902,0.51933064051,0,96,0.761684939,95
29,Cacaulândia,1100601,RO,2261,Prefeitura Municipal de Cacaulândia,PM,53.552440793,45.8675688739,0.57999033349,0,122,27.520541324,88
30,Campo Novo de Rondônia,1100700,RO,3710,Prefeitura Municipal de Campo Novo de Rondônia,PM,98.398101454,0.41530703056,1.18659151587,0,200,0.249184218,199
31,Candeias do Jamari,1100809,RO,14968,Prefeitura Municipal de Candeias do Jamari,PM,85.822922325,8.06238845348,6.1146892217,0,808,4.837433072,769
32,Castanheiras,1100908,RO,863,Prefeitura Municipal de Castanheiras,PM,96.291866029,3.46889952153,0.23923444976,0,46,2.081339713,45
33,Chupinguaia,1100924,RO,4252,Prefeitura Municipal de Chupinguaia,PM,97.051597052,0.9282009282,2.0202020202,0,229,0.556920557,228
34,Cujubim,1100940,RO,13520,Prefeitura Municipal de Cujubim,PM,89.033777053,10.1512270216,0.81499592502,0,730,6.090736213,685
35,Governador Jorge Teixeira,1101005,RO,2366,Prefeitura Municipal de Governador Jorge Teixeira,PM,47.183396866,51.7153748412,1.1012282931,0,127,31.029224905,88
36,Itapuã do Oeste,1101104,RO,5890,Prefeitura Municipal de Itapuã do Oeste,PM,97.836078131,0.49789352738,1.66602834163,0,318,0.298736116,317
37,Ministro Andreazza,1101203,RO,3236,Prefeitura Municipal de Ministro Andreazza,PM,85.621340273,5.69290826285,8.68575146389,0,174,3.415744958,168
38,Mirante da Serra,1101302,RO,6765,Prefeitura Municipal de Mirante da Serra,PM,98.867163253,1.13283674736,0,0,365,0.679702048,362
39,Monte Negro,1101401,RO,8150,Prefeitura Municipal de Monte Negro,PM,97.658998647,1.42083897158,0.9201623816,0,440,0.852503383,436
40,Nova União,1101435,RO,1621,Prefeitura Municipal de Nova União,PM,99.675535367,0.12978585334,0.19467878001,0,87,0.077871512,87
41,Parecis,1101450,RO,2020,Prefeitura Municipal de Parecis,PM,98.647125141,0.50732807215,0.84554678692,0,109,0.304396843,108
42,Pimenteiras do Oeste,1101468,RO,1362,Prefeitura Municipal de Pimenteiras do Oeste,PM,96.826625387,1.16099071207,2.01238390093,0,73,0.696594427,73
43,Primavera de Rondônia,1101476,RO,1311,Serviço Autônomo de Água e Esgoto de Primavera de Rondônia,SAAE,97.196261682,1.63551401869,1.16822429907,0,70,0.981308411,70
44,São Felipe D Oeste,1101484,RO,1492,Prefeitura Municipal de São Felipe D Oeste,PM,98.060941828,0.5540166205,1.38504155125,0,80,0.332409972,80
45,São Francisco do Guaporé,1101492,RO,9371,Prefeitura Municipal de São Francisco do Guaporé,PM,97.058466027,2.62550139784,0.31603257567,0,506,1.575300839,498
46,Seringueiras,1101500,RO,4728,Prefeitura Municipal de Seringueiras,PM,90.44803275,8.89242665454,0.65954059586,0,255,5.335455993,241
47,Teixeirópolis,1101559,RO,1783,Prefeitura Municipal de Teixeirópolis,PM,97.96037296,0.6993006993,1.34032634033,0,96,0.41958042,95
48,Theobroma,1101609,RO,2107,Prefeitura Municipal de Theobroma,PM,84.479271992,12.4368048534,3.0839231547,0,113,7.462082912,105
49,Urupá,1101708,RO,5342,Prefeitura Municipal de Urupá,PM,83.609110376,15.5732918046,0.81759781974,0,288,9.343975083,261
50,Vale do Anari,1101757,RO,3578,Prefeitura Municipal de Vale do Anari,PM,99.561403509,0.43859649123,0,0,193,0.263157895,192
51,Vale do Paraíso,1101807,RO,2336,Prefeitura Municipal de Vale do Paraíso,PM,99.692442882,0.21968365554,0.08787346221,0,126,0.131810193,125
52,Acrelândia,1200013,AC,6301,Prefeitura Municipal de Acrelândia,PM,77.941176471,21.0277214334,1.03110209601,0,340,12.61663286,297
53,Assis Brasil,1200054,AC,3949,Prefeitura Municipal de Assis Brasil,PM,65.432432432,30.2162162162,4.35135135135,0,213,18.12972973,174
54,Brasiléia,1200104,AC,15257,Prefeitura Municipal de Brasiléia,PM,62.874377499,13.1093497931,0,24.0162727081,823,24.677000772,620
55,Bujari,1200138,AC,3925,Prefeitura Municipal de Bujari,PM,75.277552126,22.63742215,2.08502572434,0,211,13.58245329,183
56,Capixaba,1200179,AC,4393,Prefeitura Municipal de Capixaba,PM,46.449478239,51.1580554849,2.39246627641,0,237,30.694833291,164
57,Cruzeiro do Sul,1200203,AC,56644,Prefeitura Municipal de Cruzeiro do Sul,PM,82.930267867,10.9026497488,6.16708238441,0,3058,6.541589849,2858
58,Epitaciolândia,1200252,AC,11320,Prefeitura Municipal de Epitaciolândia,PM,71.623657939,23.1964588435,5.17988321718,0,611,13.917875306,526
59,Feijó,1200302,AC,16635,Prefeitura Municipal de Feijó,PM,84.010579466,11.0302957442,4.95912478961,0,898,6.618177446,838
60,Jordão,1200328,AC,2469,Prefeitura Municipal de Jordão,PM,87.147887324,11.3556338028,1.49647887324,0,133,6.813380282,124
61,Mâncio Lima,1200336,AC,9443,Prefeitura Municipal de Mâncio Lima,PM,99.085714286,0.32,0.59428571429,0,509,0.192,508
62,Manoel Urbano,1200344,AC,5546,Prefeitura Municipal de Manoel Urbano,PM,80.352406215,12.7699886321,6.87760515347,0,299,7.661993179,276
63,Marechal Thaumaturgo,1200351,AC,4424,Prefeitura Municipal de Marechal Thaumaturgo,PM,77.702191988,19.3499622071,2.94784580499,0,238,11.609977324,211
64,Plácido de Castro,1200385,AC,10736,Prefeitura Municipal de Plácido de Castro,PM,79.416297438,13.947216336,0,6.63648622616,579,13.61115392,500
65,Porto Walter,1200393,AC,3673,Prefeitura Municipal de Porto Walter,PM,97.532350286,0.69214565152,1.77550406259,0,198,0.415287391,197
66,Rio Branco,1200401,AC,327970,Departamento Estadual de Pavimentação e Saneamento,DEPASA,31.90888039,11.9911196098,0,56.1,17710,52.324805257,8443
67,Rodrigues Alves,1200427,AC,4789,Prefeitura Municipal de Rodrigues Alves,PM,84.93626883,14.808806489,0.25492468134,0,258,8.885283893,235
68,Santa Rosa do Purus,1200435,AC,2167,Prefeitura Municipal de Santa Rosa do Purus,PM,93.128964059,5.97251585624,0.89852008457,0,117,3.583509514,112
69,Senador Guiomard,1200450,AC,13093,Prefeitura Municipal de Senador Guiomard,PM,75.596315831,23.2464772101,1.15720695899,0,707,13.947886326,608
70,Sena Madureira,1200500,AC,26619,Prefeitura Municipal de Sena Madureira,PM,81.017043644,12.5238929595,6.45906339599,0,1437,7.514335776,1329
71,Tarauacá,1200609,AC,20428,Prefeitura Municipal de Tarauacá,PM,85.10154514,12.5833290269,2.31512583329,0,1103,7.549997416,1019
72,Xapuri,1200708,AC,10927,Prefeitura Municipal de Xapuri,PM,62.749273959,12.2071636012,25.0435624395,0,590,7.324298161,546
73,Porto Acre,1200807,AC,2135,Prefeitura Municipal de Porto Acre,PM,76.589303734,23.0070635721,0.40363269425,0,115,13.804238143,99
74,Alvarães,1300029,AM,8491,Prefeitura Municipal de Alvarães,PM,57.322175732,29.6817547864,12.9960694814,0,458,17.809052872,376
75,Amaturá,1300060,AM,5468,Serviço Autônomo de Água e Esgoto de Amaturá,SAAE,87.177419355,8.22580645161,4.59677419355,0,295,4.935483871,280
76,Anamã,1300086,AM,4755,Prefeitura Municipal de Anamã,PM,90.896023,0.16770483948,8.936272161,0,256,0.100622904,256
77,Anori,1300102,AM,11247,Prefeitura Municipal de Anori,PM,96.68,1.28,2.04,0,607,0.768,602
78,Apuí,1300144,AM,11685,Prefeitura Municipal de Apuí,PM,88.59839547,10.7881075979,0.61349693252,0,630,6.472864559,590
79,Atalaia do Norte,1300201,AM,7812,Prefeitura Municipal de Atalaia do Norte,PM,98.055998839,0.62382126795,1.32017989264,0,421,0.374292761,420
80,Autazes,1300300,AM,15371,Prefeitura Municipal de Autazes,PM,71.942704959,18.0594544015,9.99784063917,0,830,10.835672641,740
81,Barcelos,1300409,AM,11761,Serviço Autônomo de Água e Esgoto de Barcelos,SAAE,68.907412387,22.6225687909,8.47001882226,0,635,13.573541275,548
82,Barreirinha,1300508,AM,13499,Prefeitura Municipal de Barreirinha,PM,90.175551619,8.03672088903,1.78772749235,0,728,4.822032533,693
83,Benjamin Constant,1300607,AM,22641,Prefeitura Municipal de Benjamin Constant,PM,78.746648128,16.2180951435,5.03525672857,0,1222,9.730857086,1103
84,Beruri,1300631,AM,8705,Prefeitura Municipal de Beruri,PM,57.636924659,36.3975314991,5.9655438416,0,470,21.8385189,367
85,Boa Vista do Ramos,1300680,AM,8478,Prefeitura Municipal de Boa Vista do Ramos,PM,45.350993377,52.7682119205,1.88079470199,0,457,31.660927152,312
86,Boca do Acre,1300706,AM,20712,Prefeitura Municipal de Boca do Acre,PM,89.600992351,0.88898077321,9.51002687616,0,1118,0.533388464,1112
87,Borba,1300805,AM,15719,Prefeitura Municipal de Borba,PM,84.598863794,13.2326451434,2.16849106277,0,848,7.939587086,781
88,Caapiranga,1300839,AM,5622,Prefeitura Municipal de Caapiranga,PM,68.813229572,30.0778210117,1.10894941634,0,303,18.046692607,248
89,Canutama,1300904,AM,7740,Prefeitura Municipal de Canutama,PM,79.407363065,0.20951810835,20.3831188267,0,417,0.125710865,417
90,Carauari,1301001,AM,20993,Prefeitura Municipal de Carauari,PM,70.026337115,9.6788897893,20.2947730956,0,1133,5.807333874,1067
91,Careiro,1301100,AM,10215,Prefeitura Municipal de Careiro,PM,69.598389319,18.3426936526,12.0589170287,0,551,11.005616192,490
92,Careiro da Várzea,1301159,AM,1117,Prefeitura Municipal de Careiro da Várzea,PM,95.4,1.4,3.2,0,60,0.84,59
93,Coari,1301209,AM,53154,Prefeitura Municipal de Coari,PM,44.464361242,4.45912469034,51.0765140682,0,2870,2.675474814,2793
94,Codajás,1301308,AM,17502,Prefeitura Municipal de Codajás,PM,64.709603948,1.61963811211,33.67075794,0,945,0.971782867,935
95,Eirunepé,1301407,AM,23946,Prefeitura Municipal de Eirunepé,PM,83.858161148,13.8094378778,2.33240097447,0,1293,8.285662727,1185
96,Envira,1301506,AM,11658,Prefeitura Municipal de Envira,PM,90.267247915,7.87528430629,1.85746777862,0,629,4.725170584,599
97,Fonte Boa,1301605,AM,14480,Prefeitura Municipal de Fonte Boa,PM,97.102216341,1.2173337744,1.68044988422,0,781,0.730400265,776
98,Guajará,1301654,AM,8127,Prefeitura Municipal de Guajará,PM,86.212468022,11.5659081729,2.22162380504,0,438,6.939544904,408
99,Humaitá,1301704,AM,33887,Companhia Humaitaense de Água e Saneamento Básico,COHASB,79.348218091,13.2684174289,7.38336447985,0,1829,7.961050457,1684
100,Ipixuna,1301803,AM,10826,Prefeitura Municipal de Ipixuna,PM,97.304979471,0.48426150121,2.21075902727,0,584,0.290556901,582
101,Iranduba,1301852,AM,31624,Prefeitura Municipal de Iranduba,PM,82.266468822,14.7072017668,3.02632941095,0,1707,8.82432106,1557
102,Itacoatiara,1301902,AM,63139,Serviço Autônomo de Água e Esgoto de Itacoatiara,SAAE,72.548446447,21.2476572038,6.20389634954,0,3409,12.748594322,2974
103,Itamarati,1301951,AM,4580,Prefeitura Municipal de Itamarati,PM,90.004472272,3.04114490161,6.95438282648,0,247,1.824686941,242
104,Itapiranga,1302009,AM,6893,Prefeitura Municipal de Itapiranga,PM,90.54410169,7.67322895675,1.78266935359,0,372,4.603937374,355
105,Japurá,1302108,AM,2738,Prefeitura Municipal de Japurá,PM,77.471194663,19.587628866,2.94117647059,0,147,11.75257732,130
106,Juruá,1302207,AM,6531,Prefeitura Municipal de Juruá,PM,84.013366163,2.30390432642,13.6827295111,0,352,1.382342596,347
107,Jutaí,1302306,AM,10191,Prefeitura Municipal de Jutaí,PM,98.606899166,0.09476876422,1.29833206975,0,550,0.056861259,550
108,Lábrea,1302405,AM,26710,Prefeitura Municipal de Lábrea,PM,73.189573264,6.31635477341,20.4940719627,0,1442,3.789812864,1387
109,Manacapuru,1302504,AM,64877,Serviço Autônomo de Água e Esgoto,SAAE,69.500116329,18.8320537109,11.6678299598,0,3503,11.299232227,3107
110,Manaquiri,1302553,AM,8217,Prefeitura Municipal de Manaquiri,PM,79.439252336,13.8204474653,6.74030019824,0,443,8.292268479,406
111,Manaus,1302603,AM,1972131,Manaus Ambiental (SOLVI–PARTICIPAÇÕES EM PROJETOS DE SANEAMENTO LTDA/SANEAMENTO AMBIENTAL ÁGUAS DO BRASIL S.A),MA (SAAB),49.310190358,22.0898096416,0,28.6,106495,27.66053744,77037
112,Manicoré,1302702,AM,22216,Prefeitura Municipal de Manicoré,PM,83.837043589,13.8041181385,2.35883827215,0,1199,8.282470883,1100
113,Maraã,1302801,AM,9144,Prefeitura Municipal de Maraã,PM,56.254998286,25.408431395,18.3365703187,0,493,15.245058837,418
114,Maués,1302900,AM,28516,Serviço Autônomo de Água e Esgoto de Maués,SAAE,45.703004026,49.864509136,4.43248683803,0,1539,29.918705482,1079
115,Nhamundá,1303007,AM,7591,Prefeitura Municipal de Nhamundá,PM,58.673323823,39.8573466476,1.46932952924,0,409,23.914407989,311
116,Nova Olinda do Norte,1303106,AM,15017,Prefeitura Municipal de Nova Olinda do Norte,PM,71.913987964,15.7419638926,12.3440481433,0,810,9.445178336,734
117,Novo Airão,1303205,AM,10787,Prefeitura Municipal de Novo Airão,PM,76.492262343,21.7286030108,1.77913464575,0,582,13.037161807,506
118,Novo Aripuanã,1303304,AM,15409,Prefeitura Municipal de Novo Aripuanã,PM,80.481739378,4.64686656246,14.87139406,0,832,2.788119937,808
119,Parintins,1303403,AM,74816,Serviço Autônomo de Água e Esgoto de Parintins,SAAE,72.340821291,24.907712119,2.75146659036,0,4040,14.944627271,3436
120,Pauini,1303502,AM,9765,Prefeitura Municipal de Pauini,PM,63.363557858,26.1873920553,10.4490500864,0,527,15.712435233,444
121,Presidente Figueiredo,1303536,AM,14820,Serviço de Autônomo de Água e Esgoto,SAAE,40.277670948,9.72232905161,35,15,800,18.583397431,651
122,Rio Preto da Eva,1303569,AM,13762,Prefeitura Municipal de Rio Preto da Eva,PM,87.660794756,9.97132322819,2.36788201557,0,743,5.982793937,698
123,Santa Isabel do Rio Negro,1303601,AM,7929,Prefeitura Municipal de Santa Isabel do Rio Negro,PM,83.065927655,13.6231038506,3.31096849475,0,428,8.17386231,393
124,Santo Antônio do Içá,1303700,AM,12866,Prefeitura Municipal de Santo Antônio do Içá,PM,93.666486445,2.82690970881,3.50660384645,0,694,1.696145825,682
125,São Gabriel da Cachoeira,1303809,AM,20904,Prefeitura Municipal de São Gabriel da Cachoeira,PM,77.374829432,15.9808963997,6.64427416815,0,1128,9.58853784,1020
126,São Paulo de Olivença,1303908,AM,15870,Prefeitura Municipal de São Paulo de Olivença,PM,89.770735469,4.71149127112,5.51777325948,0,856,2.826894763,832
127,São Sebastião do Uatumã,1303957,AM,6682,Serviço Autônomo de Água e Esgoto de São Sebastião do Uatumã,SAAE,96.849593496,1.55826558266,1.59214092141,0,360,0.93495935,357
128,Silves,1304005,AM,4269,Prefeitura Municipal de Silves,PM,89.699677339,9.13378009432,1.16654256639,0,230,5.480268057,217
129,Tabatinga,1304062,AM,40557,Prefeitura Municipal de Tabatinga,PM,68.28496768,21.7989272452,9.91610507496,0,2190,13.079356347,1903
130,Tapauá,1304104,AM,10232,Prefeitura Municipal de Tapauá,PM,69.570540591,1.37502354492,29.0544358636,0,552,0.825014127,547
131,Tefé,1304203,AM,51236,Serviço Autônomo de Água e Esgoto,SAAE,62.889212886,18.5184445465,18.5923425673,0,2766,11.111066728,2459
132,Tonantins,1304237,AM,9463,Prefeitura Municipal de Tonantins,PM,84.346555793,15.192718283,0.46072592426,0,511,9.11563097,464
133,Uarini,1304260,AM,7315,Prefeitura Municipal de Uarini,PM,77.483443709,17.4687270052,5.04782928624,0,395,10.481236203,353
134,Urucará,1304302,AM,10044,Serviço Autônomo de Água e Esgoto de Urucará,SAAE,85.0900263,12.8869107829,2.02306291726,0,542,7.73214647,500
135,Urucurituba,1304401,AM,11768,Prefeitura Municipal de Urucurituba,PM,61.361026034,36.4280245023,2.21094946401,0,635,21.856814701,496
136,Amajari,1400027,RR,1363,Prefeitura Municipal de Amajari,PM,99.917965545,0,0.08203445447,0,73,0,73
137,Alto Alegre,1400050,RR,4774,Prefeitura Municipal de Alto Alegre,PM,67.656903766,12.5523012552,19.7907949791,0,257,7.531380753,238
138,Boa Vista,1400100,RR,301916,Companhia de Águas e Esgotos de Roraima,CAER,44.796057581,36.9864542349,0,18.2174881839,16303,35.672813797,10487
139,Bonfim,1400159,RR,3908,Prefeitura Municipal de Bonfim,PM,24.9528429,73.0530854217,1.99407167879,0,211,43.831851253,118
140,Cantá,1400175,RR,2499,Prefeitura Municipal de Cantá,PM,80.992467878,15.9503766061,3.05715551617,0,134,9.570225964,122
141,Caracaraí,1400209,RR,11680,Prefeitura Municipal de Caracaraí,PM,12.062328139,17.1860678277,70.751604033,0,630,10.311640697,565
142,Caroebe,1400233,RR,3616,Prefeitura Municipal de Caroebe,PM,68.652226234,3.88086642599,27.4669073406,0,195,2.328519856,190
143,Iracema,1400282,RR,4578,Prefeitura Municipal de Iracema,PM,12.7513487,35.0662089259,52.1824423737,0,247,21.039725356,195
144,Mucajaí,1400308,RR,9598,Prefeitura Municipal de Mucajaí,PM,94.258533856,0.47006155568,5.2714045887,0,518,0.282036933,516
145,Normandia,1400407,RR,2521,Prefeitura Municipal de Normandia,PM,59.757680658,39.2470791865,0.99524015578,0,136,23.548247512,104
146,Pacaraima,1400456,RR,4942,Prefeitura Municipal de Pacaraima,PM,56.269384138,38.1701373505,5.5604785113,0,266,22.90208241,205
147,Rorainópolis,1400472,RR,11573,Prefeitura Municipal de Rorainópolis,PM,93.741216153,5.00327930291,1.25550454418,0,624,3.001967582,606
148,São João da Baliza,1400506,RR,5117,Prefeitura Municipal de São João da Baliza,PM,74.658254469,15.3732912723,9.96845425868,0,276,9.223974763,250
149,São Luiz,1400605,RR,4759,Prefeitura Municipal de São Luiz,PM,61.391694725,37.2839506173,1.32435465769,0,256,22.37037037,199
150,Uiramutã,1400704,RR,1240,Prefeitura Municipal de Uiramutã,PM,98.769771529,1.14235500879,0.08787346221,0,66,0.685413005,66
151,Serra do Navio,1600055,AP,2799,Companhia de Água e Esgoto do Amapá,CAESA,39.650485437,0.42718446602,0,59.9223300971,151,33.213592233,100
152,Amapá,1600105,AP,7316,Companhia de Água e Esgoto do Amapá,CAESA,62.609570341,30.7802845236,6.6101451358,0,395,18.468170714,322
153,Pedra Branca do Amapari,1600154,AP,7101,Prefeitura Municipal de Pedra Branca do Amapari,PM,65.067918833,28.727150763,6.20493040416,0,383,17.236290458,317
154,Calçoene,1600204,AP,7951,Prefeitura Municipal de Calçoene,PM,93.335158068,5.32366224169,1.34117969071,0,429,3.194197345,415
155,Cutias,1600212,AP,2690,Prefeitura Municipal de Cutias,PM,98.648648649,0.53235053235,0.819000819,0,145,0.319410319,144
156,Ferreira Gomes,1600238,AP,4695,Prefeitura Municipal de Ferreira Gomes,PM,90.371257485,7.64071856287,1.9880239521,0,253,4.584431138,241
157,Itaubal,1600253,AP,1942,Prefeitura Municipal de Itaubal,PM,60.490307868,34.7776510832,4.73204104903,0,104,20.86659065,82
158,Laranjal do Jari,1600279,AP,41596,Prefeitura Municipal de Laranjal do Jari,PM,88.16219924,10.2047277332,1.63307302659,0,2246,6.12283664,2108
159,Macapá,1600303,AP,418600,Companhia de Água e Esgoto do Amapá,CAESA,72.329715068,18.5053539482,0,9.16493098365,22604,18.435157156,18437
160,Mazagão,1600402,AP,9101,Companhia de Água e Esgoto do Amapá,CAESA,88.805609284,3.61460348162,7.57978723404,0,491,2.168762089,480
161,Oiapoque,1600501,AP,15525,Companhia de Água e Esgoto do Amapá,CAESA,63.369910482,29.5625180479,7.06757146982,0,838,17.737510829,689
162,Porto Grande,1600535,AP,12030,Prefeitura Municipal de Porto Grande,PM,77.435470441,22.2129706726,0.35155888611,0,649,13.327782404,563
163,Pracuúba,1600550,AP,2121,Prefeitura Municipal de Pracuúba,PM,95.95959596,3.45560871877,0.58479532164,0,114,2.073365231,112
164,Santana,1600600,AP,106584,Companhia de Água e Esgoto do Amapá,CAESA,83.570945707,12.6383549757,0,3.79069931693,5755,10.2744095,5164
165,Tartarugalzinho,1600709,AP,7413,Prefeitura Municipal de Tartarugalzinho,PM,89.671577655,9.46899938613,0.85942295887,0,400,5.681399632,377
166,Vitória do Jari,1600808,AP,11376,Prefeitura Municipal de Vitória do Jari,PM,82.886818094,15.220345564,1.89283634246,0,614,9.132207338,558
167,Abreulândia,1700251,TO,1547,Prefeitura Municipal de Abreulândia,PM,82.655826558,16.1924119241,1.15176151762,0,83,9.715447154,75
168,Aguiarnópolis,1700301,TO,4670,Companhia de Saneamento do Tocantins,SANEATINS,45.997102849,14.0028971511,0,40,252,34.001738291,166
169,Aliança do Tocantins,1700350,TO,4769,Prefeitura Municipal de Aliança do Tocantins,PM,76.093355761,22.9814970563,0.92514718251,0,257,13.788898234,222
170,Almas,1700400,TO,5983,Prefeitura Municipal de Almas,PM,58.74521551,38.858379098,2.39640539191,0,323,23.315027459,247
171,Alvorada,1700707,TO,7935,Prefeitura Municipal de Alvorada,PM,91.97681906,4.32710882164,3.69607211848,0,428,2.596265293,417
172,Ananás,1701002,TO,8216,Serviço Autônomo de Água e Esgoto de Ananás,SAAE,59.694007858,7.30599214145,22.5786,10.4214,443,12.199645285,389
173,Angico,1701051,TO,2034,Prefeitura Municipal de Angico,PM,98.039215686,1.08359133127,0.87719298246,0,109,0.650154799,109
174,Aparecida do Rio Negro,1701101,TO,3542,Prefeitura Municipal de Aparecida do Rio Negro,PM,96.800482946,2.50528222155,0.69423483248,0,191,1.503169333,188
175,Aragominas,1701309,TO,2259,Prefeitura Municipal de Aragominas,PM,77.264573991,21.7488789238,0.9865470852,0,121,13.049327354,106
176,Araguacema,1701903,TO,3110,Prefeitura Municipal de Araguacema,PM,51.794871795,46.1538461538,2.05128205128,0,167,27.692307692,121
177,Araguaçu,1702000,TO,5937,Prefeitura Municipal de Araguaçu,PM,96.038762326,2.83917035022,1.12206732404,0,320,1.70350221,315
178,Araguaína,1702109,TO,155850,Companhia de Saneamento do Tocantins,SANEATINS,68.331415078,6.76858492216,0,24.9,8415,22.513581121,6521
179,Araguanã,1702158,TO,3621,Prefeitura Municipal de Araguanã,PM,59.066745422,39.4565859421,1.47666863556,0,195,23.673951565,149
180,Araguatins,1702208,TO,21546,Serviço Municipal de Saneamento,SEMUSA,97.079711944,1.91705984604,1.00322820959,0,1163,1.150235908,1150
181,Arapoema,1702307,TO,5538,Prefeitura Municipal de Arapoema,PM,84.03299725,14.3721356554,1.59486709441,0,299,8.623281393,273
182,Arraias,1702406,TO,7501,Prefeitura Municipal de Arraias,PM,66.666666667,31.1490978158,2.18423551757,0,405,18.689458689,329
